Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
palaver,19,7,0.27,14.71,1.89,0.37
palazzo,18,10,0.24,15.50,2.80,0.56
pale,19,19,8.02,6.95,2.66,1.00
paleface,18,18,0.22,11.28,3.91,1.00
paleness,19,19,0.02,10.00,3.86,1.00
paleography,20,7,#N/A,14.57,3.36,0.35
paleontologist,20,18,0.33,12.50,3.88,0.90
paleontology,18,18,0.41,12.83,2.81,1.00
palette,19,18,0.57,10.50,2.71,0.95
palfrey,18,9,0.04,13.78,1.99,0.50
palimony,18,13,0.10,15.62,3.18,0.72
palindrome,20,17,0.16,13.00,3.35,0.85
palinode,20,2,#N/A,17.50,2.12,0.10
pall,19,11,0.45,12.27,3.93,0.58
palladium,19,12,0.35,14.00,4.95,0.63
pallbearer,18,13,0.22,9.62,3.52,0.72
pallet,18,18,0.41,12.00,3.80,1.00
palliation,21,5,#N/A,17.60,3.21,0.24
palliative,19,9,0.06,17.11,4.37,0.47
pallid,19,17,0.16,14.53,2.65,0.89
pallor,18,13,0.14,13.23,3.11,0.72
palm,21,21,13.24,6.00,2.83,1.00
palmate,19,8,#N/A,13.50,4.21,0.42
palmetto,19,12,0.08,12.83,4.90,0.63
palmistry,20,11,0.10,14.64,3.91,0.55
palmtop,19,10,0.04,11.10,3.25,0.53
palmtree,20,20,#N/A,7.44,2.09,1.00
palmy,19,8,0.04,14.12,6.33,0.42
palomino,19,14,0.49,13.93,5.12,0.74
palooka,18,5,0.33,13.60,2.41,0.28
palpate,18,13,0.06,15.00,2.08,0.72
palpation,18,15,0.14,15.33,3.64,0.83
palpitate,19,19,0.04,14.53,1.78,1.00
palpitation,22,19,0.12,14.00,2.67,0.86
palsy,19,12,0.53,14.25,3.65,0.63
palter,18,6,0.10,14.67,3.44,0.33
paltry,20,11,0.51,9.82,3.16,0.55
pampas,19,10,0.16,13.40,3.57,0.53
pamper,18,18,0.51,9.33,3.61,1.00
pamphlet,18,18,1.18,9.50,2.15,1.00
pan,18,18,12.29,4.72,1.53,1.00
panacea,20,14,0.08,16.50,4.15,0.70
panache,18,13,0.20,12.92,3.90,0.72
panatela,18,8,0.04,15.00,4.34,0.44
pancake,19,19,3.96,4.26,1.41,1.00
panchromatic,21,6,#N/A,16.50,2.43,0.29
pancreas,19,19,0.78,12.84,4.95,1.00
pancreatic,20,20,0.37,13.50,3.50,1.00
pancreatitis,20,17,0.14,16.12,4.11,0.85
panda,18,18,2.12,5.67,2.74,1.00
pandemic,19,19,0.10,12.26,3.41,1.00
pandemonium,18,17,0.65,14.24,3.98,0.94
pander,18,15,0.12,13.47,3.14,0.83
pandowdy,20,10,0.04,13.80,5.83,0.50
pane,18,18,0.47,9.78,2.98,1.00
panegyric,20,7,0.02,16.86,2.91,0.35
panel,18,18,7.29,9.11,2.91,1.00
paneling,18,18,0.18,8.22,1.56,1.00
panelist,18,18,0.02,11.44,3.47,1.00
panfry,19,14,0.02,10.57,3.32,0.74
pang,19,16,1.59,10.50,4.55,0.84
panhandle,19,17,0.39,11.82,3.30,0.89
panhandler,18,17,0.27,13.12,2.60,0.94
panic,20,20,21.84,8.35,2.98,1.00
panicky,18,18,1.10,9.28,2.72,1.00
panicle,19,7,#N/A,14.00,2.52,0.37
panjandrum,18,4,0.04,15.50,3.11,0.22
panoply,19,5,0.02,16.00,2.55,0.26
panorama,18,16,0.14,13.88,4.40,0.89
panoramic,18,18,0.04,12.39,3.45,1.00
panpipe,19,15,0.02,12.27,4.04,0.79
pansexual,19,8,0.04,16.00,3.63,0.42
pansy,19,19,1.94,8.32,3.54,1.00
pant,18,17,0.96,5.94,3.11,0.94
pantheistic,18,10,0.06,13.70,4.11,0.56
pantheon,18,15,0.41,11.80,3.17,0.83
panther,21,21,2.57,6.67,1.85,1.00
panties,20,20,8.12,5.75,2.73,1.00
pantograph,19,7,0.06,15.14,4.26,0.37
pantomime,21,15,0.33,9.33,3.72,0.71
pantry,18,18,1.75,8.17,3.54,1.00
pants,22,22,58.75,3.23,1.75,1.00
pantsuit,19,19,0.16,9.42,2.50,1.00
panty,19,19,1.04,6.26,2.77,1.00
pantyhose,18,18,1.71,6.06,2.84,1.00
pantywaist,19,17,0.12,10.53,3.43,0.89
panzer,18,9,0.80,14.22,5.14,0.50
pap,19,14,1.29,13.00,4.69,0.74
papa,22,22,42.59,3.05,1.50,1.00
papacy,20,17,0.04,13.35,2.62,0.85
papal,18,12,0.53,12.00,4.43,0.67
paparazzo,19,17,0.04,14.47,3.20,0.89
papaw,19,12,0.08,10.42,6.29,0.63
papaya,19,19,1.10,10.84,4.39,1.00
paper,18,18,103.35,4.00,1.28,1.00
paperback,18,18,0.45,7.94,2.73,1.00
paperboy,18,18,0.43,7.56,2.62,1.00
paperclip,19,19,0.04,6.42,1.64,1.00
paperhanger,19,17,0.16,10.71,3.04,0.89
paperless,35,35,0.06,10.91,4.46,1.00
papermaking,19,18,0.02,8.33,3.20,0.95
paperweight,18,18,0.41,6.72,3.66,1.00
paperwork,19,19,10.41,7.53,2.67,1.00
papery,18,16,0.08,10.38,5.04,0.89
papilla,19,3,0.02,14.33,2.08,0.16
papillary,19,14,0.04,16.64,2.53,0.74
papist,18,13,0.10,13.92,4.70,0.72
papoose,18,13,0.22,10.77,5.28,0.72
paprika,19,19,0.80,9.63,2.79,1.00
papyrus,19,17,0.08,10.88,2.52,0.89
par,19,19,4.96,10.16,3.24,1.00
para,22,16,1.31,13.02,3.51,0.73
parable,18,17,0.18,11.24,3.67,0.94
parabolic,20,13,0.25,14.54,4.03,0.65
parachute,18,18,3.18,7.00,2.35,1.00
parachutist,18,18,0.16,11.11,2.78,1.00
parade,19,19,12.88,6.53,2.76,1.00
paradigm,18,15,0.73,16.60,4.60,0.83
paradigmatic,19,12,0.02,15.58,4.27,0.63
paradise,18,18,13.25,8.67,1.97,1.00
paradisiacal,20,10,0.02,14.90,2.73,0.50
paradox,19,18,1.27,13.78,3.44,0.95
paradoxical,19,16,0.14,13.81,3.29,0.84
paraffin,18,15,0.43,13.67,2.94,0.83
paragliding,18,17,0.06,11.65,2.98,0.94
paragon,18,12,0.29,14.50,2.24,0.67
paragraph,19,19,2.82,7.05,1.35,1.00
parakeet,19,19,1.08,6.53,3.17,1.00
paraldehyde,19,6,0.02,16.00,3.16,0.32
paralegal,18,18,0.98,15.11,4.32,1.00
parallel,19,19,4.39,9.95,2.27,1.00
parallelism,18,16,0.02,11.44,3.48,0.89
parallelogram,20,20,0.04,11.05,2.37,1.00
paralysis,18,18,1.96,10.39,3.22,1.00
paralytic,19,17,0.18,16.41,3.30,0.89
paralyze,18,18,0.47,9.67,3.74,1.00
paramecium,18,13,0.20,14.31,2.84,0.72
paramedic,18,18,2.10,9.89,2.85,1.00
paramedical,18,13,0.02,12.23,5.72,0.72
paramedics,19,19,5.00,8.68,3.25,1.00
parameter,20,20,0.25,10.95,2.67,1.00
parameterization,22,9,0.02,17.67,4.80,0.41
paramilitary,19,14,0.39,13.21,2.58,0.74
paramour,19,15,0.16,14.93,4.64,0.79
paranoia,20,19,2.67,12.79,2.35,0.95
paranoiac,20,14,0.25,15.50,2.03,0.70
paranoid,20,20,10.65,12.30,3.16,1.00
paranormal,18,18,1.31,12.67,2.91,1.00
parapet,19,12,0.20,12.42,3.75,0.63
paraphernalia,18,15,0.61,13.27,3.33,0.83
paraphrase,19,19,0.24,13.16,2.46,1.00
paraplegia,19,16,0.02,13.44,2.48,0.84
paraplegic,18,17,0.47,13.53,4.35,0.94
parapsychologist,18,11,0.06,16.91,4.50,0.61
parapsychology,18,12,0.22,16.33,4.05,0.67
parasite,18,18,2.47,9.94,2.24,1.00
parasitic,19,18,0.47,11.83,3.67,0.95
parasitism,20,14,0.02,14.36,2.95,0.70
parasol,19,17,0.51,12.18,3.15,0.89
parathyroid,18,6,0.02,15.50,5.82,0.33
paratroop,19,17,0.06,11.00,4.61,0.89
paratrooper,18,17,0.31,13.41,4.44,0.94
paratroops,19,15,0.18,11.80,3.30,0.79
paratyphoid,20,9,0.02,15.11,5.06,0.45
parboil,19,15,0.02,14.20,4.92,0.79
parcel,19,18,1.39,10.67,3.16,0.95
parch,19,17,0.04,11.82,3.26,0.89
parched,21,16,1.14,9.19,4.28,0.76
parchment,21,18,0.76,10.50,3.54,0.86
pard,21,3,1.04,15.00,4.58,0.14
pardon,18,18,64.65,7.83,2.31,1.00
pardonable,18,17,0.06,11.41,3.18,0.94
pardoner,19,19,0.06,12.32,3.32,1.00
pare,20,18,0.12,11.33,3.63,0.90
paregoric,19,4,0.06,19.00,2.71,0.21
parent,18,18,13.14,4.22,1.93,1.00
parentage,19,16,0.16,12.75,3.34,0.84
parental,19,19,2.06,10.26,3.77,1.00
parenthesis,19,18,0.06,9.39,2.25,0.95
parenthetic,21,15,#N/A,15.20,2.93,0.71
parenthood,19,19,0.78,8.47,3.55,1.00
parenting,18,18,2.63,9.72,4.48,1.00
parentless,20,20,0.08,9.55,3.63,1.00
paresis,18,10,0.04,15.30,2.21,0.56
parfait,18,17,0.24,10.76,4.63,0.94
pariah,19,17,0.39,14.94,4.42,0.89
parietal,19,11,0.47,16.64,3.44,0.58
paring,19,19,0.12,9.95,3.61,1.00
parish,19,19,3.02,10.79,3.31,1.00
parishioner,20,17,0.16,11.59,3.79,0.85
parity,20,12,0.10,14.33,4.08,0.60
park,19,19,72.12,4.47,1.87,1.00
parka,20,19,0.61,10.32,4.58,0.95
parking,18,18,27.04,5.94,2.34,1.00
parkland,21,16,0.10,9.56,4.13,0.76
parlance,19,10,0.29,12.80,2.44,0.53
parlay,18,16,0.67,13.56,3.74,0.89
parliament,18,18,2.24,12.00,3.48,1.00
parliamentarian,22,19,#N/A,14.05,3.40,0.86
parliamentary,18,16,0.24,12.44,2.34,0.89
parlor,18,18,5.94,8.94,3.17,1.00
parlous,20,9,0.02,13.22,4.82,0.45
parmesan,19,19,1.12,8.21,3.10,1.00
parochial,18,13,0.33,13.08,3.17,0.72
parody,18,16,0.71,12.69,2.12,0.89
parole,20,19,10.45,11.47,3.50,0.95
parolee,20,17,0.16,13.47,2.62,0.85
paronomasia,18,5,0.02,16.60,3.05,0.28
parotid,19,9,0.06,16.78,6.72,0.47
paroxysm,18,11,0.04,15.73,3.32,0.61
paroxysmal,19,10,0.04,17.00,3.65,0.53
parquet,18,14,0.08,14.14,3.55,0.78
parquetry,21,4,#N/A,17.75,5.44,0.19
parricide,18,6,0.06,13.67,4.84,0.33
parrot,19,19,3.27,5.58,1.87,1.00
parrotfish,18,13,0.02,13.62,5.32,0.72
parry,20,14,1.51,11.15,5.14,0.70
parse,19,13,0.12,12.85,4.20,0.68
parsec,19,8,0.04,18.00,3.21,0.42
parser,19,6,0.02,14.17,2.64,0.32
parsimonious,19,7,0.02,14.71,2.43,0.37
parsley,20,20,0.84,8.95,3.44,1.00
parsnip,20,16,0.08,10.75,4.68,0.80
parsonage,20,15,0.10,13.00,3.48,0.75
part,19,19,261.51,5.11,1.15,1.00
partake,18,18,0.96,10.89,3.51,1.00
partaker,19,17,0.02,11.24,3.38,0.89
partial,19,19,4.84,9.68,3.54,1.00
partiality,19,19,0.08,11.21,2.88,1.00
partible,19,10,#N/A,12.40,3.72,0.53
participant,19,19,0.59,8.42,3.10,1.00
participate,20,20,4.39,7.05,2.56,1.00
participation,18,18,1.98,7.56,2.41,1.00
participatory,20,18,0.02,12.78,2.37,0.90
participle,18,14,0.06,12.14,4.13,0.78
particle,18,18,1.78,10.28,3.18,1.00
particleboard,18,14,0.02,13.50,3.65,0.78
particular,19,19,27.90,8.05,2.55,1.00
particulars,20,20,1.08,11.70,4.05,1.00
particulate,18,15,0.10,14.20,3.34,0.83
parting,18,18,2.27,7.89,2.59,1.00
partisan,19,19,0.18,14.05,3.32,1.00
partition,20,20,0.49,14.25,2.88,1.00
partner,20,20,75.22,5.85,1.93,1.00
partnership,18,18,5.29,9.89,2.45,1.00
partridge,19,19,3.39,8.05,3.26,1.00
partway,18,17,0.12,8.94,3.03,0.94
party,19,19,233.14,4.58,2.41,1.00
pasha,19,4,0.53,16.25,3.20,0.21
pass,18,18,108.12,5.39,1.65,1.00
passable,19,19,0.27,9.79,3.17,1.00
passage,19,18,7.65,8.11,2.76,0.95
passageway,18,18,1.18,8.56,2.71,1.00
passbook,18,11,0.22,14.55,3.80,0.61
passe,19,17,0.27,12.88,3.41,0.89
passel,19,12,0.22,12.67,4.91,0.63
passenger,20,20,10.76,6.65,2.08,1.00
passer,21,18,0.18,11.50,4.37,0.86
passerby,20,19,0.16,9.84,3.34,0.95
passerine,20,1,#N/A,12.00,NA,0.05
passion,19,19,19.76,10.79,3.90,1.00
passionate,18,18,6.00,11.28,2.80,1.00
passionless,20,20,0.06,11.20,2.89,1.00
passive,19,19,2.18,8.89,3.28,1.00
passivism,19,18,0.02,13.78,3.80,0.95
passivity,19,17,0.06,13.35,2.26,0.89
passkey,18,14,0.57,13.07,4.81,0.78
passport,19,19,10.47,12.16,3.29,1.00
password,18,18,7.98,8.83,3.52,1.00
past,18,18,123.76,6.78,1.52,1.00
pasta,18,18,4.24,5.78,2.51,1.00
paste,19,19,1.71,4.84,1.61,1.00
pasteboard,19,17,0.04,9.59,3.55,0.89
pastel,19,19,0.27,10.05,3.69,1.00
pastern,18,11,0.02,12.36,4.65,0.61
pastiche,20,6,0.06,14.67,3.44,0.30
pasties,20,20,0.22,10.55,4.88,1.00
pastille,18,5,0.02,14.00,3.54,0.28
pastime,18,18,0.80,11.50,3.26,1.00
pastor,19,19,4.29,6.79,3.38,1.00
pastoral,18,14,0.14,11.43,4.89,0.78
pastrami,19,19,0.96,8.42,2.04,1.00
pastry,19,19,1.92,7.21,2.46,1.00
pasture,18,18,1.53,6.33,2.14,1.00
pastureland,19,18,0.02,9.11,3.03,0.95
pasty,18,18,0.61,11.17,2.90,1.00
pat,22,22,18.29,5.07,2.12,1.00
patch,18,18,17.41,7.28,2.63,1.00
patchouli,18,12,0.47,16.58,3.20,0.67
patchwork,18,17,0.10,8.65,3.12,0.94
patchy,19,18,0.18,9.22,2.78,0.95
pate,18,12,0.65,13.42,4.25,0.67
patella,19,12,0.24,14.25,1.66,0.63
patellar,19,9,0.02,14.89,5.18,0.47
paten,19,5,#N/A,13.00,4.00,0.26
patent,22,22,2.47,12.41,2.95,1.00
patentable,19,18,0.04,14.56,5.10,0.95
patented,18,17,0.80,11.53,3.54,0.94
paterfamilias,18,4,0.04,17.00,1.41,0.22
paternal,19,19,0.80,11.32,4.14,1.00
paternity,20,20,0.96,13.10,3.57,1.00
path,18,18,24.55,6.11,2.95,1.00
pathetic,20,20,24.20,9.15,2.58,1.00
pathfinder,19,18,0.12,12.22,4.86,0.95
pathless,18,14,0.04,11.79,4.21,0.78
pathogen,18,17,0.35,13.41,2.98,0.94
pathogenic,19,17,0.02,16.24,4.01,0.89
pathologic,19,18,0.02,13.39,2.50,0.95
pathological,19,19,1.47,12.84,2.39,1.00
pathologist,20,20,0.80,14.60,3.82,1.00
pathology,20,20,1.43,14.05,3.69,1.00
pathos,18,15,0.24,13.13,3.93,0.83
pathway,18,18,1.14,6.50,1.72,1.00
patience,19,19,15.37,7.68,3.30,1.00
patient,19,19,63.65,7.05,2.09,1.00
patina,20,14,0.12,15.86,3.66,0.70
patio,20,20,2.61,8.00,2.41,1.00
patisserie,19,10,0.02,14.10,4.65,0.53
patois,21,7,0.02,15.29,4.54,0.33
patriarch,19,18,0.31,12.50,3.82,0.95
patriarchal,18,17,0.27,12.76,3.49,0.94
patriarchy,19,17,0.06,12.35,2.45,0.89
patrician,20,10,0.10,16.10,4.07,0.50
patricidal,19,13,0.02,15.15,5.19,0.68
patricide,19,10,0.06,14.00,3.71,0.53
patrimony,18,13,0.02,15.31,4.94,0.72
patriot,21,21,2.61,10.14,2.78,1.00
patriotic,18,18,2.35,8.39,1.50,1.00
patriotism,19,19,1.65,9.00,2.67,1.00
patrol,18,18,15.53,8.56,2.77,1.00
patrolman,18,18,1.22,9.50,2.87,1.00
patron,18,18,3.10,12.56,4.59,1.00
patronage,19,19,0.37,12.95,3.52,1.00
patroness,19,14,0.08,12.29,2.46,0.74
patronize,18,18,1.57,11.00,4.00,1.00
patronizing,18,18,1.10,12.56,3.42,1.00
patronymic,20,4,0.06,14.50,3.42,0.20
patroon,19,4,0.02,13.50,3.32,0.21
patter,18,17,0.71,9.18,3.84,0.94
pattern,19,19,14.47,6.89,2.81,1.00
patterned,18,17,0.24,8.76,3.61,0.94
paucity,19,10,0.08,15.60,3.50,0.53
paunch,18,13,0.02,12.62,4.13,0.72
paunchy,19,15,0.08,14.13,2.92,0.79
pauper,18,16,0.49,9.44,2.50,0.89
pauperization,18,8,0.04,15.75,3.96,0.44
pause,20,20,5.39,6.75,2.00,1.00
pave,19,19,0.39,8.37,2.69,1.00
pavement,20,20,2.02,6.30,2.77,1.00
paver,18,15,0.02,10.53,2.88,0.83
pavilion,19,19,0.96,10.58,2.99,1.00
paw,18,18,3.12,5.89,2.95,1.00
pawn,18,18,4.33,9.06,3.54,1.00
pawnbroker,19,16,0.18,14.19,3.90,0.84
pawnshop,20,19,0.80,10.11,3.21,0.95
pawpaw,20,13,0.02,8.15,4.54,0.65
pay,18,18,254.61,5.50,1.76,1.00
payable,20,20,0.75,8.55,2.76,1.00
payback,18,18,3.82,6.72,2.40,1.00
paycheck,18,18,4.27,8.78,1.70,1.00
payday,18,17,2.51,9.41,3.78,0.94
payer,20,20,0.16,10.30,4.90,1.00
payload,18,15,0.61,13.33,2.85,0.83
paymaster,19,13,0.18,12.92,3.25,0.68
payment,18,18,10.55,8.67,3.22,1.00
payoff,19,19,2.22,10.47,3.37,1.00
payola,19,13,0.14,13.62,2.26,0.68
payout,18,18,0.41,12.06,2.65,1.00
payphone,18,18,0.71,7.11,2.76,1.00
payroll,19,19,5.04,12.79,4.10,1.00
pea,19,19,3.90,3.95,1.68,1.00
peace,19,19,69.61,6.32,2.52,1.00
peaceable,19,17,0.14,9.29,2.28,0.89
peaceful,18,18,11.24,7.22,2.62,1.00
peacefulness,18,17,0.14,7.65,2.40,0.94
peacekeeper,19,19,0.41,9.11,3.53,1.00
peacekeeping,18,18,0.04,8.72,2.74,1.00
peacemaker,22,22,0.24,9.55,2.94,1.00
peacemaking,19,19,0.04,9.79,3.36,1.00
peacenik,20,14,0.06,14.57,4.54,0.70
peacetime,18,16,0.43,10.25,3.66,0.89
peach,19,19,6.35,4.21,1.27,1.00
peachy,19,19,2.06,7.63,3.24,1.00
peacock,21,21,5.12,5.76,1.80,1.00
peahen,18,13,0.08,12.31,4.55,0.72
peak,19,19,5.94,7.11,2.11,1.00
peaky,20,13,0.04,8.31,3.17,0.65
peal,20,18,0.14,7.11,2.49,0.90
peanut,18,18,12.35,5.00,2.09,1.00
peanuts,18,18,7.55,4.72,1.96,1.00
pear,19,19,1.33,4.00,1.70,1.00
pearl,22,22,15.67,6.28,2.10,1.00
pearly,18,18,1.00,8.50,2.87,1.00
peasant,18,18,4.02,8.56,2.20,1.00
peasantry,19,18,0.10,12.17,2.60,0.95
pease,22,6,0.10,11.83,3.87,0.27
peashooter,22,19,0.06,9.79,2.68,0.86
peat,18,14,0.25,12.93,3.38,0.78
peaty,18,13,0.02,13.08,3.99,0.72
pebble,19,19,1.27,5.68,3.56,1.00
pecan,20,20,0.94,6.80,1.85,1.00
peccadillo,18,11,0.10,14.36,4.15,0.61
peccary,19,7,0.02,12.71,4.15,0.37
peck,21,21,3.53,7.89,4.03,1.00
pecker,20,20,1.80,9.00,4.33,1.00
peckerwood,18,11,0.37,10.00,2.68,0.61
pecorino,19,9,0.02,15.22,4.24,0.47
pectoral,19,18,0.22,12.89,3.74,0.95
peculation,21,0,#N/A,NA,NA,0.00
peculiar,20,20,7.55,12.00,3.09,1.00
peculiarity,20,18,0.10,12.44,4.00,0.90
pecuniary,19,6,0.02,13.50,5.47,0.32
pedagogue,21,10,0.10,17.30,3.95,0.48
pedal,18,18,2.04,6.50,2.43,1.00
pedant,21,13,0.10,14.46,5.01,0.62
pedantic,18,13,0.31,13.54,3.43,0.72
peddle,18,17,1.06,7.29,3.29,0.94
peddler,19,18,0.59,8.44,2.68,0.95
pederast,18,8,0.08,17.25,4.03,0.44
pederasty,19,2,0.02,20.00,4.24,0.11
pedestal,20,20,1.31,10.80,3.09,1.00
pedestrian,20,20,1.39,9.75,2.99,1.00
pediatrics,18,18,0.53,10.72,3.91,1.00
pedicab,21,5,#N/A,14.00,4.24,0.24
pedicure,19,19,0.86,11.42,3.69,1.00
pedicurist,18,17,0.04,14.76,3.95,0.94
pedigree,37,37,0.76,11.70,3.45,1.00
pedigreed,19,19,0.12,12.74,3.59,1.00
pediment,18,14,0.02,13.71,2.30,0.78
pedometer,18,17,0.02,14.06,4.16,0.94
pedophile,20,19,1.35,13.37,4.51,0.95
pedophilia,18,17,0.10,14.94,2.56,0.94
peduncle,21,5,#N/A,16.00,2.65,0.24
pee,19,19,18.14,3.89,2.71,1.00
peek,19,19,5.33,5.79,3.01,1.00
peekaboo,20,20,1.12,3.65,2.37,1.00
peel,19,19,5.35,6.05,2.41,1.00
peeler,19,18,0.29,8.00,2.33,0.95
peelings,18,18,0.10,6.44,2.18,1.00
peen,21,5,0.10,14.80,3.90,0.24
peep,18,18,4.43,8.22,3.44,1.00
peeper,20,18,0.92,8.33,4.03,0.90
peephole,20,20,0.47,9.35,2.54,1.00
peepshow,19,19,0.06,13.21,2.10,1.00
peer,19,19,1.53,10.21,2.68,1.00
peerless,18,17,0.35,13.71,3.80,0.94
peeve,19,17,0.18,11.88,2.91,0.89
peeved,19,19,0.45,10.79,2.68,1.00
peevish,19,17,0.16,15.47,2.53,0.89
peg,22,21,36.41,6.83,2.29,0.95
pegboard,21,19,0.02,8.32,1.92,0.90
peignoir,19,8,0.16,16.12,4.42,0.42
pejorative,18,10,0.08,13.40,2.55,0.56
pekoe,19,9,0.02,14.11,2.98,0.47
pelage,21,6,#N/A,18.00,1.79,0.29
pelargonium,18,6,0.02,18.50,2.35,0.33
pelf,21,1,#N/A,18.00,NA,0.05
pelican,18,18,1.75,8.22,2.65,1.00
pellagra,18,9,0.06,15.11,5.30,0.50
pellet,18,17,1.31,10.18,3.45,0.94
peloton,18,11,0.02,14.18,4.31,0.61
pelt,22,21,0.94,10.84,5.04,0.95
pelvic,19,19,1.53,10.89,2.71,1.00
pelvis,19,19,2.02,9.95,3.01,1.00
pen,19,19,24.73,5.11,1.29,1.00
penal,18,17,1.29,12.82,3.17,0.94
penalize,19,19,0.24,11.00,2.56,1.00
penalty,19,19,9.10,8.89,3.16,1.00
penance,19,18,1.43,12.50,4.63,0.95
penchant,22,21,0.53,15.48,2.54,0.95
pencil,18,18,9.86,4.06,1.80,1.00
pencilsharpener,22,21,#N/A,5.31,1.12,0.95
pendant,20,20,0.90,10.30,2.34,1.00
pending,20,20,3.41,11.85,3.30,1.00
pendulous,19,14,0.06,13.21,3.68,0.74
pendulum,20,20,0.53,11.75,3.37,1.00
penetrate,18,18,2.86,10.83,2.55,1.00
penetration,19,19,1.41,11.05,2.53,1.00
penetrative,19,18,0.02,13.06,2.65,0.95
penetrator,18,18,0.08,14.33,3.22,1.00
penguin,22,22,2.88,5.68,2.40,1.00
penholder,20,19,#N/A,9.95,2.97,0.95
penicillin,18,18,2.45,9.56,3.57,1.00
penile,20,19,0.53,13.79,2.59,0.95
peninsula,18,17,1.37,9.00,2.50,0.94
penis,19,19,13.41,8.53,2.72,1.00
penitence,20,13,0.06,12.31,3.04,0.65
penitent,19,15,0.53,13.60,3.52,0.79
penitential,19,10,0.02,13.20,3.29,0.53
penitentiary,18,18,2.82,11.22,2.29,1.00
penknife,20,18,0.16,11.61,4.39,0.90
penlight,18,16,0.12,11.00,4.35,0.89
penmanship,18,16,0.55,9.25,4.36,0.89
pennant,19,17,0.75,11.47,4.00,0.89
penniless,20,20,1.24,10.75,3.70,1.00
penny,18,18,24.29,4.67,1.61,1.00
pennyroyal,21,12,0.04,14.58,5.58,0.57
pennyweight,19,14,0.04,11.43,3.16,0.74
penologist,18,7,0.04,16.57,1.90,0.39
penology,19,8,0.04,15.88,4.76,0.42
pension,18,18,4.84,13.28,3.54,1.00
pensioner,21,15,#N/A,14.38,4.93,0.71
pensive,19,19,0.37,13.63,2.59,1.00
pent,18,15,0.20,12.00,2.78,0.83
pentacle,18,14,0.14,14.14,3.01,0.78
pentagram,18,18,0.96,10.89,3.32,1.00
pentameter,19,13,0.25,13.62,2.66,0.68
pentangle,18,9,0.04,11.78,4.76,0.50
pentathlon,18,12,0.06,13.33,5.14,0.67
penthouse,18,18,4.53,13.11,3.46,1.00
pentobarbital,19,10,0.04,17.00,5.35,0.53
pentothal,19,7,0.92,17.00,2.83,0.37
penultimate,18,9,0.20,15.89,4.76,0.50
penurious,18,7,0.02,14.29,2.43,0.39
penury,18,5,0.02,20.60,1.52,0.28
peon,18,15,0.22,11.20,2.68,0.83
peony,18,11,0.04,12.27,4.76,0.61
people,21,21,1102.98,3.52,1.60,1.00
pep,20,20,3.49,8.75,2.79,1.00
peplum,18,8,0.04,15.50,3.12,0.44
pepper,19,19,8.80,5.47,2.01,1.00
pepperbox,21,12,0.02,12.08,4.17,0.57
peppercorn,20,19,0.12,11.42,2.80,0.95
peppermint,20,20,1.39,5.70,2.39,1.00
pepperoni,19,19,2.57,6.21,2.68,1.00
peppery,19,18,0.02,8.56,2.64,0.95
peppy,20,17,0.65,9.00,3.55,0.85
pepsin,18,10,0.04,13.10,2.42,0.56
peptic,19,15,0.02,15.47,3.98,0.79
peptide,20,16,0.43,15.50,2.71,0.80
per,21,21,22.37,8.66,1.67,1.00
peradventure,19,8,0.02,11.25,4.10,0.42
perambulate,19,12,0.06,14.75,2.83,0.63
perambulator,19,12,0.08,14.75,5.24,0.63
percale,21,8,0.06,15.62,3.34,0.38
perceive,19,19,1.45,10.42,3.49,1.00
percent,21,21,25.75,8.19,2.91,1.00
percentage,19,19,3.76,10.26,2.38,1.00
percentile,18,17,0.65,12.94,3.83,0.94
percept,20,17,0.02,12.59,3.32,0.85
perceptible,18,18,0.08,12.06,2.41,1.00
perception,19,19,3.53,11.53,2.59,1.00
perceptive,19,19,1.98,11.84,3.22,1.00
perceptiveness,19,18,0.04,12.72,2.70,0.95
perceptual,19,18,0.08,13.67,3.76,0.95
perch,19,19,0.98,9.16,3.45,1.00
perchance,21,21,0.76,13.07,3.63,1.00
percipient,19,12,#N/A,16.00,3.25,0.63
percolate,19,16,0.16,13.00,3.18,0.84
percolator,18,16,0.08,10.19,3.39,0.89
percussion,19,19,0.57,10.47,4.07,1.00
percussionist,18,18,0.18,9.50,2.28,1.00
percussive,20,15,0.06,11.40,2.67,0.75
perdition,21,15,0.25,15.73,3.47,0.71
peregrine,18,14,0.08,13.29,4.08,0.78
peremptory,18,8,0.14,16.75,2.76,0.44
perennial,19,18,0.29,14.28,3.69,0.95
perestroika,18,7,0.06,14.71,2.06,0.39
perfect,18,18,158.65,5.78,2.24,1.00
perfectible,21,17,0.02,12.12,3.10,0.81
perfection,21,21,5.39,9.81,2.73,1.00
perfectionism,18,18,0.08,11.61,3.55,1.00
perfectionist,19,19,0.78,11.63,3.77,1.00
perfective,21,19,0.02,12.95,4.18,0.90
perfectly,20,20,43.25,6.16,1.62,1.00
perfecto,18,14,0.39,11.50,3.44,0.78
perfidious,19,9,0.16,15.33,4.74,0.47
perfidy,18,13,0.10,13.77,2.65,0.72
perforate,19,19,0.18,13.05,3.98,1.00
perforation,19,19,0.16,11.42,2.95,1.00
perforator,19,18,0.02,11.83,3.76,0.95
perform,18,18,16.10,8.39,3.55,1.00
performance,19,19,21.82,7.74,2.77,1.00
